transaction_id,customer_id,timestamp,transaction_amount,label_for_fraud,method_of_transaction,location_data,merchant_category,notes
1065,17384,2023-06-01 09:45:00,132.25,0,credit_card,Chicago,retail,Shopping mall
1066,17384,2023-06-02 13:10:00,38.50,0,debit_card,Chicago,restaurant,Lunch
1067,17384,2023-06-03 17:30:00,95.42,0,credit_card,Chicago,grocery,Grocery shopping
1068,17384,2023-06-04 08:15:00,950.00,0,bank_transfer,online,housing,Rent installment
1069,17384,2023-06-05 14:25:00,42.99,0,debit_card,Chicago,entertainment,Theater tickets
1070,17384,2023-06-06 11:50:00,115.00,0,credit_card,Chicago,healthcare,Medical visit
1071,17384,2023-06-07 16:15:00,75.25,0,credit_card,Chicago,clothing,Department store
1072,17384,2023-06-08 19:40:00,28.75,0,mobile_payment,Chicago,restaurant,Quick dinner
1073,17384,2023-06-09 10:30:00,12.99,0,credit_card,online,subscription,Video streaming
1074,17384,2023-06-10 13:55:00,199.99,0,credit_card,Chicago,electronics,Earbuds
1075,17384,2023-06-11 08:40:00,32.50,0,mobile_payment,Chicago,transportation,Taxi service
1076,17384,2023-06-12 15:05:00,48.32,0,debit_card,Chicago,grocery,Grocery run
1077,17384,2023-06-13 09:50:00,1100.00,0,credit_card,online,electronics,Computer parts
1078,17384,2023-06-14 11:25:00,15.50,0,debit_card,Chicago,entertainment,Magazine subscription
1079,17384,2023-06-15 17:45:00,92.00,0,credit_card,Chicago,restaurant,Family dinner
1080,17384,2023-06-16 14:30:00,145.00,0,bank_transfer,online,utilities,Monthly utilities
1081,17384,2023-06-17 10:40:00,1850.00,1,credit_card,Seattle,electronics,Unusual location purchase
1082,17384,2023-06-17 10:55:00,1750.00,1,credit_card,Portland,electronics,Multiple high-value purchases
1083,17384,2023-06-18 12:20:00,48.75,0,debit_card,Chicago,restaurant,Weekend brunch
1084,17384,2023-06-18 09:05:00,16.25,0,mobile_payment,Chicago,coffee_shop,Morning coffee
1085,17384,2023-06-19 16:35:00,1100.00,0,bank_transfer,online,housing,Housing maintenance fee
1086,17384,2023-06-20 13:15:00,110.50,0,credit_card,Chicago,clothing,Clothing store
1087,17384,2023-06-21 11:30:00,28.45,0,debit_card,Chicago,grocery,Quick grocery shop
1088,17384,2023-06-22 18:25:00,82.00,0,credit_card,Chicago,restaurant,Dinner with friends
1089,17384,2023-06-23 09:40:00,65.00,0,credit_card,Chicago,healthcare,Pharmacy purchase
1090,17384,2023-06-24 14:50:00,42.00,0,mobile_payment,Chicago,transportation,Airport transfer
1091,17384,2023-06-25 10:35:00,3500.00,1,credit_card,online,electronics,Very large unusual purchase
1092,17384,2023-06-26 09:20:00,78.35,0,debit_card,Chicago,grocery,Grocery shopping
1093,17384,2023-06-27 12:45:00,52.25,0,credit_card,Chicago,restaurant,Business meeting
1094,17384,2023-06-28 17:15:00,11.99,0,mobile_payment,online,subscription,Monthly app subscription
1095,17384,2023-06-29 09:10:00,380.00,0,bank_transfer,online,insurance,Auto insurance
1096,17384,2023-06-30 15:40:00,22.50,0,debit_card,Chicago,coffee_shop,Coffee and pastry 
